train_id,route,source,destination,distance_km,class,quota,date,day_of_week,is_holiday_or_festival,total_seats,seats_requested,seats_available_at_booking_time,booking_outcome,booking_attempt_timestamp
T010,Delhi-Pune,New Delhi,Pune,1450,SL,General,15-08-2027,Sunday,1,72,5,36,success,30-07-2027 18:35
T001,Delhi-Mumbai,New Delhi,Mumbai,1384,SL,Tatkal,10-04-2027,Saturday,1,72,2,20,success,08-04-2027 19:53
T002,Mumbai-Delhi,Mumbai,New Delhi,1384,2A,Tatkal,07-06-2027,Monday,0,46,7,22,success,05-06-2027 01:15
T003,Delhi-Kolkata,New Delhi,Kolkata,1450,SL,Tatkal,30-11-2027,Tuesday,0,72,7,34,success,23-11-2027 23:43
T004,Kolkata-Delhi,Kolkata,New Delhi,1450,3A,Tatkal,17-05-2027,Monday,0,64,7,25,success,06-05-2027 00:12
T005,Chennai-Bengaluru,Chennai,Bengaluru,350,3A,Tatkal,12-04-2027,Monday,0,64,5,23,success,06-04-2027 18:07
T006,Bengaluru-Chennai,Bengaluru,Chennai,350,SL,Tatkal,04-08-2027,Wednesday,0,72,6,25,success,08-07-2027 18:59
T007,Hyderabad-Mumbai,Hyderabad,Mumbai,710,3A,Tatkal,16-05-2027,Sunday,1,64,6,13,success,12-05-2027 16:26
T008,Mumbai-Hyderabad,Mumbai,Hyderabad,710,SL,Tatkal,07-02-2027,Sunday,1,72,6,16,success,18-01-2027 17:38
T009,Pune-Delhi,Pune,New Delhi,1450,SL,General,27-02-2027,Saturday,1,72,5,38,success,10-02-2027 06:49
T010,Delhi-Pune,New Delhi,Pune,1450,SL,Tatkal,06-05-2027,Thursday,0,72,2,29,success,27-04-2027 11:42
T001,Delhi-Mumbai,New Delhi,Mumbai,1384,2A,General,18-10-2027,Monday,0,46,7,25,success,24-09-2027 11:57
T002,Mumbai-Delhi,Mumbai,New Delhi,1384,SL,General,01-08-2027,Sunday,1,72,4,41,success,17-07-2027 07:12
T003,Delhi-Kolkata,New Delhi,Kolkata,1450,1A,Tatkal,24-06-2027,Thursday,0,24,5,12,success,06-06-2027 10:31
T004,Kolkata-Delhi,Kolkata,New Delhi,1450,3A,General,11-07-2027,Sunday,1,64,4,36,success,30-06-2027 07:19
T005,Chennai-Bengaluru,Chennai,Bengaluru,350,2A,Tatkal,12-12-2027,Sunday,1,46,2,16,success,08-12-2027 21:25
T006,Bengaluru-Chennai,Bengaluru,Chennai,350,3A,General,09-01-2027,Saturday,1,64,5,35,success,28-12-2026 06:05
T007,Hyderabad-Mumbai,Hyderabad,Mumbai,710,3A,Tatkal,06-05-2027,Thursday,0,64,4,22,success,05-04-2027 17:24
T008,Mumbai-Hyderabad,Mumbai,Hyderabad,710,2A,General,26-05-2027,Wednesday,0,46,3,28,success,23-05-2027 10:33
T009,Pune-Delhi,Pune,New Delhi,1450,SL,General,03-03-2027,Wednesday,0,72,5,47,success,04-02-2027 09:55
T010,Delhi-Pune,New Delhi,Pune,1450,SL,Tatkal,12-04-2027,Monday,0,72,7,30,success,15-03-2027 15:54
T001,Delhi-Mumbai,New Delhi,Mumbai,1384,2A,Tatkal,13-02-2027,Saturday,1,46,6,22,success,13-01-2027 13:36
T002,Mumbai-Delhi,Mumbai,New Delhi,1384,2A,Tatkal,25-03-2027,Thursday,0,46,6,16,success,14-03-2027 20:47
T003,Delhi-Kolkata,New Delhi,Kolkata,1450,SL,General,11-11-2027,Thursday,0,72,3,39,success,31-10-2027 19:19
T004,Kolkata-Delhi,Kolkata,New Delhi,1450,SL,Tatkal,17-12-2027,Friday,0,72,3,37,success,09-12-2027 05:24
T005,Chennai-Bengaluru,Chennai,Bengaluru,350,3A,General,15-03-2027,Monday,0,64,5,38,success,01-03-2027 16:39
T006,Bengaluru-Chennai,Bengaluru,Chennai,350,2A,Tatkal,04-10-2027,Monday,0,46,1,26,success,01-10-2027 23:07
T007,Hyderabad-Mumbai,Hyderabad,Mumbai,710,3A,Tatkal,22-08-2027,Sunday,1,64,2,13,success,16-08-2027 19:42
T008,Mumbai-Hyderabad,Mumbai,Hyderabad,710,3A,Tatkal,25-03-2027,Thursday,0,64,1,22,success,26-02-2027 15:19
T009,Pune-Delhi,Pune,New Delhi,1450,3A,General,15-03-2027,Monday,0,64,1,34,success,01-03-2027 14:32
T010,Delhi-Pune,New Delhi,Pune,1450,3A,Tatkal,13-10-2027,Wednesday,0,64,1,22,success,23-09-2027 08:24
T001,Delhi-Mumbai,New Delhi,Mumbai,1384,3A,Tatkal,21-04-2027,Wednesday,0,64,5,29,success,14-04-2027 09:43
T002,Mumbai-Delhi,Mumbai,New Delhi,1384,3A,Tatkal,28-09-2027,Tuesday,0,64,3,27,success,28-08-2027 13:44
T003,Delhi-Kolkata,New Delhi,Kolkata,1450,3A,Tatkal,12-01-2027,Tuesday,0,64,6,30,success,04-01-2027 19:30
T004,Kolkata-Delhi,Kolkata,New Delhi,1450,SL,Tatkal,08-04-2027,Thursday,0,72,2,30,success,19-03-2027 13:59
T005,Chennai-Bengaluru,Chennai,Bengaluru,350,SL,Tatkal,10-11-2027,Wednesday,0,72,2,28,success,18-10-2027 14:30
T006,Bengaluru-Chennai,Bengaluru,Chennai,350,3A,General,08-07-2027,Thursday,0,64,4,41,success,05-07-2027 14:05
T007,Hyderabad-Mumbai,Hyderabad,Mumbai,710,SL,General,28-05-2027,Friday,0,72,6,43,success,14-05-2027 18:29
T008,Mumbai-Hyderabad,Mumbai,Hyderabad,710,SL,Tatkal,20-01-2027,Wednesday,0,72,1,35,success,18-01-2027 12:27
T009,Pune-Delhi,Pune,New Delhi,1450,2A,Tatkal,05-12-2027,Sunday,1,46,1,14,success,09-11-2027 06:12
T010,Delhi-Pune,New Delhi,Pune,1450,3A,Tatkal,04-04-2027,Sunday,1,64,2,18,success,20-03-2027 07:19
T001,Delhi-Mumbai,New Delhi,Mumbai,1384,SL,Tatkal,08-09-2027,Wednesday,0,72,5,37,success,30-08-2027 05:35
T002,Mumbai-Delhi,Mumbai,New Delhi,1384,3A,Tatkal,22-11-2027,Monday,0,64,3,21,success,20-11-2027 10:48
T003,Delhi-Kolkata,New Delhi,Kolkata,1450,3A,Tatkal,08-02-2027,Monday,0,64,6,22,success,26-01-2027 09:08
T004,Kolkata-Delhi,Kolkata,New Delhi,1450,3A,Tatkal,29-06-2027,Tuesday,0,64,1,27,success,29-05-2027 20:44
T005,Chennai-Bengaluru,Chennai,Bengaluru,350,2A,General,29-10-2027,Friday,0,46,7,29,success,25-10-2027 18:37
T006,Bengaluru-Chennai,Bengaluru,Chennai,350,SL,Tatkal,20-09-2027,Monday,0,72,7,33,success,10-09-2027 04:15
T007,Hyderabad-Mumbai,Hyderabad,Mumbai,710,SL,Tatkal,14-11-2027,Sunday,1,72,5,21,success,06-11-2027 12:41
T008,Mumbai-Hyderabad,Mumbai,Hyderabad,710,2A,Tatkal,13-10-2027,Wednesday,0,46,5,21,success,07-10-2027 09:58
T009,Pune-Delhi,Pune,New Delhi,1450,3A,General,14-12-2027,Tuesday,0,64,5,40,success,19-11-2027 23:38
T010,Delhi-Pune,New Delhi,Pune,1450,SL,Tatkal,09-02-2027,Tuesday,0,72,6,27,success,07-02-2027 14:02
T001,Delhi-Mumbai,New Delhi,Mumbai,1384,2A,Tatkal,08-04-2027,Thursday,0,46,4,19,success,17-03-2027 22:27
T002,Mumbai-Delhi,Mumbai,New Delhi,1384,3A,Tatkal,21-07-2027,Wednesday,0,64,2,34,success,09-07-2027 06:57
T003,Delhi-Kolkata,New Delhi,Kolkata,1450,2A,General,05-03-2027,Friday,0,46,1,33,success,03-03-2027 01:45
T004,Kolkata-Delhi,Kolkata,New Delhi,1450,SL,General,11-05-2027,Tuesday,0,72,5,40,success,01-05-2027 23:41
T005,Chennai-Bengaluru,Chennai,Bengaluru,350,1A,Tatkal,04-12-2027,Saturday,1,24,2,9,success,12-11-2027 11:07
T006,Bengaluru-Chennai,Bengaluru,Chennai,350,1A,Tatkal,09-01-2027,Saturday,1,24,2,15,success,14-12-2026 03:57
T007,Hyderabad-Mumbai,Hyderabad,Mumbai,710,3A,Tatkal,04-07-2027,Sunday,1,64,3,21,success,25-06-2027 15:32
T008,Mumbai-Hyderabad,Mumbai,Hyderabad,710,3A,Tatkal,03-09-2027,Friday,0,64,5,26,success,09-08-2027 04:53
T009,Pune-Delhi,Pune,New Delhi,1450,3A,Tatkal,20-03-2027,Saturday,1,64,5,12,success,09-03-2027 23:51
T010,Delhi-Pune,New Delhi,Pune,1450,SL,General,31-07-2027,Saturday,1,72,7,34,success,24-07-2027 04:36
T001,Delhi-Mumbai,New Delhi,Mumbai,1384,SL,Tatkal,23-09-2027,Thursday,0,72,6,39,success,23-08-2027 13:27
T002,Mumbai-Delhi,Mumbai,New Delhi,1384,3A,General,19-03-2027,Friday,0,64,3,34,success,25-02-2027 10:40
T003,Delhi-Kolkata,New Delhi,Kolkata,1450,SL,Tatkal,08-12-2027,Wednesday,0,72,5,33,success,29-11-2027 11:23
T004,Kolkata-Delhi,Kolkata,New Delhi,1450,1A,General,22-11-2027,Monday,0,24,6,10,success,04-11-2027 01:01
T005,Chennai-Bengaluru,Chennai,Bengaluru,350,3A,General,17-12-2027,Friday,0,64,3,40,success,08-12-2027 18:49
T006,Bengaluru-Chennai,Bengaluru,Chennai,350,3A,Tatkal,04-11-2027,Thursday,0,64,1,25,success,06-10-2027 07:02
T007,Hyderabad-Mumbai,Hyderabad,Mumbai,710,SL,Tatkal,21-09-2027,Tuesday,0,72,4,37,success,22-08-2027 00:38
T008,Mumbai-Hyderabad,Mumbai,Hyderabad,710,SL,General,17-01-2027,Sunday,1,72,1,42,success,18-12-2026 17:12
T009,Pune-Delhi,Pune,New Delhi,1450,3A,General,12-05-2027,Wednesday,0,64,7,38,success,22-04-2027 14:47
T010,Delhi-Pune,New Delhi,Pune,1450,3A,Tatkal,31-01-2027,Sunday,1,64,3,23,success,12-01-2027 21:20
T001,Delhi-Mumbai,New Delhi,Mumbai,1384,3A,General,05-11-2027,Friday,0,64,3,45,success,13-10-2027 03:33
T002,Mumbai-Delhi,Mumbai,New Delhi,1384,2A,General,05-10-2027,Tuesday,0,46,2,28,success,24-09-2027 09:27
T003,Delhi-Kolkata,New Delhi,Kolkata,1450,2A,General,04-03-2027,Thursday,0,46,7,34,success,02-02-2027 03:56
T004,Kolkata-Delhi,Kolkata,New Delhi,1450,SL,Tatkal,25-05-2027,Tuesday,0,72,2,38,success,26-04-2027 14:32
T005,Chennai-Bengaluru,Chennai,Bengaluru,350,SL,General,15-06-2027,Tuesday,0,72,4,38,success,15-05-2027 18:32
T006,Bengaluru-Chennai,Bengaluru,Chennai,350,3A,Tatkal,17-11-2027,Wednesday,0,64,6,25,success,31-10-2027 21:52
T007,Hyderabad-Mumbai,Hyderabad,Mumbai,710,1A,Tatkal,07-10-2027,Thursday,0,24,4,19,success,06-09-2027 22:43
T008,Mumbai-Hyderabad,Mumbai,Hyderabad,710,3A,Tatkal,16-12-2027,Thursday,0,64,1,21,success,12-12-2027 11:08
T009,Pune-Delhi,Pune,New Delhi,1450,SL,Tatkal,08-07-2027,Thursday,0,72,7,39,success,13-06-2027 02:28
T010,Delhi-Pune,New Delhi,Pune,1450,SL,Tatkal,26-11-2027,Friday,0,72,4,24,success,07-11-2027 07:41
T001,Delhi-Mumbai,New Delhi,Mumbai,1384,SL,General,14-12-2027,Tuesday,0,72,1,53,success,04-12-2027 11:50
T002,Mumbai-Delhi,Mumbai,New Delhi,1384,3A,Tatkal,04-06-2027,Friday,0,64,5,23,success,05-05-2027 01:35
T003,Delhi-Kolkata,New Delhi,Kolkata,1450,3A,Tatkal,13-10-2027,Wednesday,0,64,3,34,success,18-09-2027 12:30
T004,Kolkata-Delhi,Kolkata,New Delhi,1450,2A,Tatkal,11-08-2027,Wednesday,0,46,1,12,success,05-08-2027 17:26
T005,Chennai-Bengaluru,Chennai,Bengaluru,350,SL,Tatkal,16-11-2027,Tuesday,0,72,6,29,success,24-10-2027 05:15
T006,Bengaluru-Chennai,Bengaluru,Chennai,350,3A,General,28-11-2027,Sunday,1,64,3,32,success,03-11-2027 13:03
T007,Hyderabad-Mumbai,Hyderabad,Mumbai,710,3A,Tatkal,19-05-2027,Wednesday,0,64,2,29,success,02-05-2027 21:04
T008,Mumbai-Hyderabad,Mumbai,Hyderabad,710,3A,Tatkal,30-08-2027,Monday,0,64,2,34,success,21-08-2027 09:19
T009,Pune-Delhi,Pune,New Delhi,1450,2A,Tatkal,06-10-2027,Wednesday,0,46,6,20,success,29-09-2027 12:57
T010,Delhi-Pune,New Delhi,Pune,1450,2A,Tatkal,04-02-2027,Thursday,0,46,5,13,success,10-01-2027 15:52
T001,Delhi-Mumbai,New Delhi,Mumbai,1384,SL,Tatkal,21-02-2027,Sunday,1,72,7,24,success,29-01-2027 00:00
T002,Mumbai-Delhi,Mumbai,New Delhi,1384,SL,Tatkal,24-07-2027,Saturday,1,72,1,17,success,12-07-2027 01:58
T003,Delhi-Kolkata,New Delhi,Kolkata,1450,3A,Tatkal,19-08-2027,Thursday,0,64,2,22,success,10-08-2027 01:11
T004,Kolkata-Delhi,Kolkata,New Delhi,1450,SL,Tatkal,07-03-2027,Sunday,1,72,6,22,success,16-02-2027 14:57
T005,Chennai-Bengaluru,Chennai,Bengaluru,350,3A,Tatkal,11-11-2027,Thursday,0,64,2,32,success,06-11-2027 18:53
T006,Bengaluru-Chennai,Bengaluru,Chennai,350,3A,Tatkal,07-09-2027,Tuesday,0,64,1,26,success,13-08-2027 08:58
T007,Hyderabad-Mumbai,Hyderabad,Mumbai,710,SL,General,24-08-2027,Tuesday,0,72,4,48,success,31-07-2027 02:07
T008,Mumbai-Hyderabad,Mumbai,Hyderabad,710,3A,General,15-09-2027,Wednesday,0,64,6,48,success,20-08-2027 22:16
T009,Pune-Delhi,Pune,New Delhi,1450,2A,Tatkal,08-03-2027,Monday,1,46,3,17,success,01-03-2027 13:57
T010,Delhi-Pune,New Delhi,Pune,1450,SL,Tatkal,20-08-2027,Friday,0,72,7,28,success,06-08-2027 18:43
T001,Delhi-Mumbai,New Delhi,Mumbai,1384,3A,General,07-02-2027,Sunday,1,64,1,35,success,27-01-2027 15:24
T002,Mumbai-Delhi,Mumbai,New Delhi,1384,3A,Tatkal,14-06-2027,Monday,0,64,4,26,success,02-06-2027 15:31
T003,Delhi-Kolkata,New Delhi,Kolkata,1450,3A,Tatkal,02-09-2027,Thursday,0,64,4,32,success,31-08-2027 12:56
T004,Kolkata-Delhi,Kolkata,New Delhi,1450,SL,Tatkal,19-03-2027,Friday,0,72,1,36,success,19-02-2027 16:49
T005,Chennai-Bengaluru,Chennai,Bengaluru,350,3A,Tatkal,18-09-2027,Saturday,1,64,1,19,success,19-08-2027 21:16
T006,Bengaluru-Chennai,Bengaluru,Chennai,350,3A,General,04-12-2027,Saturday,1,64,4,36,success,06-11-2027 14:11
T007,Hyderabad-Mumbai,Hyderabad,Mumbai,710,3A,Tatkal,22-02-2027,Monday,0,64,3,21,success,27-01-2027 16:48
T008,Mumbai-Hyderabad,Mumbai,Hyderabad,710,SL,Tatkal,17-01-2027,Sunday,1,72,2,18,success,24-12-2026 18:37
T009,Pune-Delhi,Pune,New Delhi,1450,1A,General,20-06-2027,Sunday,1,24,5,15,success,10-06-2027 10:22
T010,Delhi-Pune,New Delhi,Pune,1450,SL,Tatkal,30-07-2027,Friday,0,72,4,39,success,15-07-2027 10:18
T001,Delhi-Mumbai,New Delhi,Mumbai,1384,3A,Tatkal,06-11-2027,Saturday,1,64,5,17,success,07-10-2027 22:04
T002,Mumbai-Delhi,Mumbai,New Delhi,1384,3A,General,22-11-2027,Monday,0,64,7,48,success,14-11-2027 05:46
T003,Delhi-Kolkata,New Delhi,Kolkata,1450,SL,General,04-04-2027,Sunday,1,72,5,41,success,30-03-2027 09:10
T004,Kolkata-Delhi,Kolkata,New Delhi,1450,SL,General,30-11-2027,Tuesday,0,72,2,53,success,11-11-2027 07:46
T005,Chennai-Bengaluru,Chennai,Bengaluru,350,SL,Tatkal,23-12-2027,Thursday,0,72,6,33,success,09-12-2027 00:24
T006,Bengaluru-Chennai,Bengaluru,Chennai,350,1A,General,15-12-2027,Wednesday,0,24,7,17,success,02-12-2027 07:06
T007,Hyderabad-Mumbai,Hyderabad,Mumbai,710,SL,Tatkal,16-01-2027,Saturday,1,72,6,27,success,27-12-2026 13:23
T008,Mumbai-Hyderabad,Mumbai,Hyderabad,710,3A,Tatkal,24-05-2027,Monday,0,64,4,20,success,23-04-2027 13:44
T009,Pune-Delhi,Pune,New Delhi,1450,3A,General,04-08-2027,Wednesday,0,64,3,37,success,27-07-2027 17:56
T010,Delhi-Pune,New Delhi,Pune,1450,2A,General,25-01-2027,Monday,0,46,1,25,success,13-01-2027 10:13
T001,Delhi-Mumbai,New Delhi,Mumbai,1384,3A,Tatkal,19-08-2027,Thursday,0,64,6,25,success,29-07-2027 20:23
T002,Mumbai-Delhi,Mumbai,New Delhi,1384,SL,General,04-10-2027,Monday,0,72,5,37,success,20-09-2027 22:27
T003,Delhi-Kolkata,New Delhi,Kolkata,1450,SL,General,04-01-2027,Monday,0,72,2,53,success,31-12-2026 23:03
T004,Kolkata-Delhi,Kolkata,New Delhi,1450,SL,General,18-05-2027,Tuesday,0,72,3,49,success,07-05-2027 01:12
T005,Chennai-Bengaluru,Chennai,Bengaluru,350,2A,Tatkal,02-05-2027,Sunday,1,46,3,9,success,10-04-2027 12:44
T006,Bengaluru-Chennai,Bengaluru,Chennai,350,2A,Tatkal,25-06-2027,Friday,0,46,4,13,success,10-06-2027 12:19
T007,Hyderabad-Mumbai,Hyderabad,Mumbai,710,3A,Tatkal,06-12-2027,Monday,0,64,4,25,success,02-12-2027 03:47
T008,Mumbai-Hyderabad,Mumbai,Hyderabad,710,3A,Tatkal,03-09-2027,Friday,0,64,2,35,success,12-08-2027 00:06
T009,Pune-Delhi,Pune,New Delhi,1450,3A,Tatkal,24-10-2027,Sunday,1,64,5,19,success,06-10-2027 03:20
T010,Delhi-Pune,New Delhi,Pune,1450,3A,Tatkal,12-04-2027,Monday,0,64,7,27,success,18-03-2027 02:52
T001,Delhi-Mumbai,New Delhi,Mumbai,1384,SL,General,06-10-2027,Wednesday,0,72,1,42,success,01-10-2027 17:38
T002,Mumbai-Delhi,Mumbai,New Delhi,1384,SL,General,06-04-2027,Tuesday,0,72,2,41,success,17-03-2027 04:53
T003,Delhi-Kolkata,New Delhi,Kolkata,1450,SL,General,08-05-2027,Saturday,1,72,7,48,success,15-04-2027 11:11
T004,Kolkata-Delhi,Kolkata,New Delhi,1450,2A,General,26-12-2027,Sunday,1,46,5,18,success,21-12-2027 12:34
T005,Chennai-Bengaluru,Chennai,Bengaluru,350,SL,Tatkal,22-07-2027,Thursday,0,72,5,27,success,10-07-2027 18:41
T006,Bengaluru-Chennai,Bengaluru,Chennai,350,3A,General,28-07-2027,Wednesday,0,64,2,44,success,08-07-2027 11:43
T007,Hyderabad-Mumbai,Hyderabad,Mumbai,710,SL,Tatkal,27-02-2027,Saturday,1,72,4,30,success,07-02-2027 18:48
T008,Mumbai-Hyderabad,Mumbai,Hyderabad,710,1A,Tatkal,31-01-2027,Sunday,1,24,2,11,success,10-01-2027 00:47
T009,Pune-Delhi,Pune,New Delhi,1450,1A,General,06-02-2027,Saturday,1,24,4,13,success,01-02-2027 18:31
T010,Delhi-Pune,New Delhi,Pune,1450,SL,General,31-03-2027,Wednesday,0,72,3,52,success,17-03-2027 00:16
T001,Delhi-Mumbai,New Delhi,Mumbai,1384,3A,General,01-04-2027,Thursday,0,64,4,32,success,22-03-2027 10:47
T002,Mumbai-Delhi,Mumbai,New Delhi,1384,SL,Tatkal,03-10-2027,Sunday,1,72,2,28,success,08-09-2027 17:59
T003,Delhi-Kolkata,New Delhi,Kolkata,1450,SL,General,28-11-2027,Sunday,1,72,1,44,success,28-10-2027 19:50
T004,Kolkata-Delhi,Kolkata,New Delhi,1450,SL,Tatkal,01-05-2027,Saturday,1,72,5,25,success,22-04-2027 08:30
T005,Chennai-Bengaluru,Chennai,Bengaluru,350,SL,Tatkal,08-12-2027,Wednesday,0,72,5,27,success,14-11-2027 01:07
T006,Bengaluru-Chennai,Bengaluru,Chennai,350,2A,General,25-07-2027,Sunday,1,46,5,32,success,06-07-2027 03:20
T007,Hyderabad-Mumbai,Hyderabad,Mumbai,710,SL,Tatkal,01-06-2027,Tuesday,0,72,3,26,success,10-05-2027 09:54
T008,Mumbai-Hyderabad,Mumbai,Hyderabad,710,SL,Tatkal,28-07-2027,Wednesday,0,72,1,30,success,07-07-2027 02:26
T009,Pune-Delhi,Pune,New Delhi,1450,2A,General,08-07-2027,Thursday,0,46,6,28,success,03-07-2027 01:04
T010,Delhi-Pune,New Delhi,Pune,1450,SL,Tatkal,08-05-2027,Saturday,1,72,3,18,success,26-04-2027 16:25
T001,Delhi-Mumbai,New Delhi,Mumbai,1384,2A,Tatkal,09-07-2027,Friday,0,46,5,13,success,07-07-2027 13:54
T002,Mumbai-Delhi,Mumbai,New Delhi,1384,SL,Tatkal,29-12-2027,Wednesday,0,72,1,33,success,28-11-2027 16:21
T003,Delhi-Kolkata,New Delhi,Kolkata,1450,2A,General,04-12-2027,Saturday,1,46,2,19,success,27-11-2027 09:01
T004,Kolkata-Delhi,Kolkata,New Delhi,1450,2A,General,28-04-2027,Wednesday,0,46,4,33,success,23-04-2027 15:49
T005,Chennai-Bengaluru,Chennai,Bengaluru,350,SL,Tatkal,06-03-2027,Saturday,1,72,4,23,success,04-02-2027 08:18
T006,Bengaluru-Chennai,Bengaluru,Chennai,350,3A,Tatkal,22-05-2027,Saturday,1,64,4,23,success,08-05-2027 08:10
T007,Hyderabad-Mumbai,Hyderabad,Mumbai,710,3A,Tatkal,02-12-2027,Thursday,0,64,7,19,success,10-11-2027 00:30
T008,Mumbai-Hyderabad,Mumbai,Hyderabad,710,3A,Tatkal,22-12-2027,Wednesday,0,64,4,30,success,01-12-2027 08:37
T009,Pune-Delhi,Pune,New Delhi,1450,2A,Tatkal,05-03-2027,Friday,0,46,2,27,success,04-02-2027 03:31
T010,Delhi-Pune,New Delhi,Pune,1450,SL,Tatkal,17-02-2027,Wednesday,0,72,4,32,success,08-02-2027 21:30
T001,Delhi-Mumbai,New Delhi,Mumbai,1384,2A,General,17-12-2027,Friday,0,46,5,29,success,20-11-2027 05:24
T002,Mumbai-Delhi,Mumbai,New Delhi,1384,2A,Tatkal,13-11-2027,Saturday,1,46,7,16,success,23-10-2027 13:55
T003,Delhi-Kolkata,New Delhi,Kolkata,1450,SL,General,23-05-2027,Sunday,1,72,3,36,success,16-05-2027 01:57
T004,Kolkata-Delhi,Kolkata,New Delhi,1450,SL,General,22-10-2027,Friday,0,72,1,43,success,08-10-2027 03:50
T005,Chennai-Bengaluru,Chennai,Bengaluru,350,1A,Tatkal,22-03-2027,Monday,0,24,6,10,success,20-02-2027 10:27
T006,Bengaluru-Chennai,Bengaluru,Chennai,350,SL,Tatkal,03-09-2027,Friday,0,72,6,28,success,07-08-2027 10:39
T007,Hyderabad-Mumbai,Hyderabad,Mumbai,710,2A,Tatkal,07-07-2027,Wednesday,0,46,7,15,success,13-06-2027 16:59
T008,Mumbai-Hyderabad,Mumbai,Hyderabad,710,SL,Tatkal,07-10-2027,Thursday,0,72,7,32,success,06-09-2027 06:35
T009,Pune-Delhi,Pune,New Delhi,1450,3A,General,04-06-2027,Friday,0,64,4,36,success,13-05-2027 14:55
T010,Delhi-Pune,New Delhi,Pune,1450,3A,Tatkal,27-07-2027,Tuesday,0,64,4,22,success,11-07-2027 21:30
T001,Delhi-Mumbai,New Delhi,Mumbai,1384,3A,Tatkal,06-04-2027,Tuesday,0,64,1,27,success,26-03-2027 00:42
T002,Mumbai-Delhi,Mumbai,New Delhi,1384,3A,General,16-02-2027,Tuesday,0,64,6,43,success,14-02-2027 08:19
T003,Delhi-Kolkata,New Delhi,Kolkata,1450,SL,Tatkal,19-10-2027,Tuesday,0,72,1,30,success,02-10-2027 02:29
T004,Kolkata-Delhi,Kolkata,New Delhi,1450,2A,Tatkal,12-02-2027,Friday,0,46,2,26,success,13-01-2027 09:11
T005,Chennai-Bengaluru,Chennai,Bengaluru,350,2A,Tatkal,13-11-2027,Saturday,1,46,1,18,success,09-11-2027 09:56
T006,Bengaluru-Chennai,Bengaluru,Chennai,350,1A,General,18-08-2027,Wednesday,0,24,7,9,success,10-08-2027 20:46
T007,Hyderabad-Mumbai,Hyderabad,Mumbai,710,SL,Tatkal,29-11-2027,Monday,0,72,5,31,success,31-10-2027 18:50
T008,Mumbai-Hyderabad,Mumbai,Hyderabad,710,2A,Tatkal,07-08-2027,Saturday,1,46,6,11,success,18-07-2027 12:55
T009,Pune-Delhi,Pune,New Delhi,1450,SL,Tatkal,31-05-2027,Monday,0,72,2,37,success,10-05-2027 11:27
T010,Delhi-Pune,New Delhi,Pune,1450,SL,Tatkal,11-12-2027,Saturday,1,72,6,15,success,03-12-2027 10:38
T001,Delhi-Mumbai,New Delhi,Mumbai,1384,3A,General,07-06-2027,Monday,0,64,3,44,success,19-05-2027 05:06
T002,Mumbai-Delhi,Mumbai,New Delhi,1384,1A,Tatkal,06-04-2027,Tuesday,0,24,6,16,success,06-03-2027 03:08
T003,Delhi-Kolkata,New Delhi,Kolkata,1450,2A,Tatkal,02-08-2027,Monday,0,46,5,24,success,08-07-2027 18:21
T004,Kolkata-Delhi,Kolkata,New Delhi,1450,3A,General,13-07-2027,Tuesday,0,64,4,40,success,12-06-2027 07:07
T005,Chennai-Bengaluru,Chennai,Bengaluru,350,SL,General,26-01-2027,Tuesday,1,72,4,48,success,03-01-2027 20:37
T006,Bengaluru-Chennai,Bengaluru,Chennai,350,2A,General,08-07-2027,Thursday,0,46,6,21,success,15-06-2027 23:52
T007,Hyderabad-Mumbai,Hyderabad,Mumbai,710,3A,Tatkal,08-11-2027,Monday,0,64,3,26,success,15-10-2027 10:13
T008,Mumbai-Hyderabad,Mumbai,Hyderabad,710,3A,General,21-08-2027,Saturday,1,64,6,27,success,27-07-2027 03:32
T009,Pune-Delhi,Pune,New Delhi,1450,3A,Tatkal,27-06-2027,Sunday,1,64,2,14,success,30-05-2027 06:44
T010,Delhi-Pune,New Delhi,Pune,1450,SL,Tatkal,20-11-2027,Saturday,1,72,1,21,success,12-11-2027 13:22
T001,Delhi-Mumbai,New Delhi,Mumbai,1384,3A,Tatkal,10-06-2027,Thursday,0,64,3,19,success,04-06-2027 06:58
T002,Mumbai-Delhi,Mumbai,New Delhi,1384,SL,Tatkal,22-07-2027,Thursday,0,72,3,39,success,13-07-2027 19:51
T003,Delhi-Kolkata,New Delhi,Kolkata,1450,SL,Tatkal,28-02-2027,Sunday,1,72,4,26,success,24-02-2027 07:20
T004,Kolkata-Delhi,Kolkata,New Delhi,1450,3A,Tatkal,04-08-2027,Wednesday,0,64,2,19,success,05-07-2027 21:54
T005,Chennai-Bengaluru,Chennai,Bengaluru,350,2A,Tatkal,28-12-2027,Tuesday,0,46,2,20,success,30-11-2027 15:24
T006,Bengaluru-Chennai,Bengaluru,Chennai,350,SL,Tatkal,17-03-2027,Wednesday,0,72,1,27,success,14-02-2027 03:39
T007,Hyderabad-Mumbai,Hyderabad,Mumbai,710,SL,Tatkal,11-06-2027,Friday,0,72,4,32,success,30-05-2027 12:30
T008,Mumbai-Hyderabad,Mumbai,Hyderabad,710,SL,Tatkal,22-01-2027,Friday,0,72,5,24,success,20-01-2027 18:00
T009,Pune-Delhi,Pune,New Delhi,1450,SL,General,06-11-2027,Saturday,1,72,3,33,success,15-10-2027 10:21
T010,Delhi-Pune,New Delhi,Pune,1450,3A,General,22-03-2027,Monday,0,64,1,34,success,25-02-2027 03:08
